title,document_type,field,intended_author,usable_for_generation,authority_level,issuing_authority,source_url,publish_date,retrieved_at,local_path,source_status,notes
2025年示范文本：行政许可,行政许可行政起诉状/答辩状,administrative,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/administrative/2025-67-42-行政许可.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：行政许可.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：国有土地上房屋征收决定,国有土地上房屋征收决定行政起诉状/答辩状,administrative,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/administrative/2025-67-43-国有土地上房屋征收决定.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：国有土地上房屋征收决定.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：工伤保险资格或者待遇认定,工伤保险资格或者待遇认定行政起诉状/答辩状,administrative,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/administrative/2025-67-44-工伤保险资格或者待遇认定.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：工伤保险资格或者待遇认定.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：政府信息公开,政府信息公开行政起诉状/答辩状,administrative,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/administrative/2025-67-45-政府信息公开.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：政府信息公开.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：行政复议,行政复议行政起诉状/答辩状,administrative,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/administrative/2025-67-46-行政复议.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：行政复议.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：行政协议,行政协议行政起诉状/答辩状,administrative,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/administrative/2025-67-47-行政协议.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：行政协议.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：行政补偿,行政补偿行政起诉状/答辩状,administrative,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/administrative/2025-67-48-行政补偿.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：行政补偿.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：行政赔偿,行政赔偿行政起诉状/答辩状,administrative,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/administrative/2025-67-49-行政赔偿.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：行政赔偿.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：不履行法定职责,不履行法定职责行政起诉状/答辩状,administrative,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/administrative/2025-67-50-不履行法定职责.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：不履行法定职.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：行政答辩状,行政答辩状,administrative,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/administrative/2025-67-51-行政答辩状.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：行政答辩状.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：环境污染民事公益诉讼,环境污染民事公益诉讼起诉状,environmental_resources,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/environmental_resources/2025-67-52-环境污染民事公益诉讼.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：民事起诉状(环境污染民事公益诉讼).docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：生态环境损害赔偿诉讼,生态环境损害赔偿诉讼起诉状,environmental_resources,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/environmental_resources/2025-67-53-生态环境损害赔偿诉讼.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：民事起诉状(生态环境损害赔偿诉讼).docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：生态破坏民事公益诉讼,生态破坏民事公益诉讼起诉状,environmental_resources,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/environmental_resources/2025-67-54-生态破坏民事公益诉讼.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：民事起诉状(生态破坏民事公益诉讼).docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：违法刑事拘留赔偿,违法刑事拘留赔偿国家赔偿申请书/答辩状,state_compensation,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/state_compensation/2025-67-55-违法刑事拘留赔偿.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：违法刑事拘留赔偿.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：刑事改判无罪赔偿,刑事改判无罪赔偿国家赔偿申请书/答辩状,state_compensation,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/state_compensation/2025-67-56-刑事改判无罪赔偿.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：刑事改判无罪赔偿.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：怠于履行监管职责致伤致死赔偿,怠于履行监管职责致伤致死赔偿国家赔偿申请书/答辩状,state_compensation,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/state_compensation/2025-67-57-怠于履行监管职责致伤致死赔偿.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：怠于履行监管职责致伤致死赔偿.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：错误执行赔偿,错误执行赔偿国家赔偿申请书/答辩状,state_compensation,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/state_compensation/2025-67-58-错误执行赔偿.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：错误执行赔偿.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：强制执行申请书,强制执行申请书,enforcement,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/enforcement/2025-67-59-强制执行申请书.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：强制执行申请书.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：暂时解除乘坐飞机、高铁限制措施申请书,暂时解除乘坐飞机、高铁限制措施申请书,enforcement,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/enforcement/2025-67-60-暂时解除乘坐飞机-高铁限制措施申请书.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：暂时解除乘坐飞机、高铁限制措施申请书.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：参与分配申请书,参与分配申请书,enforcement,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/enforcement/2025-67-61-参与分配申请书.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：参与分配申请书.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：执行担保申请书,执行担保申请书,enforcement,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/enforcement/2025-67-62-执行担保申请书.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：执行担保申请书.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：确认优先购买权申请书,确认优先购买权申请书,enforcement,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/enforcement/2025-67-63-确认优先购买权申请书.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：确认优先购买权申请书.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：执行异议申请书,执行异议申请书,enforcement,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/enforcement/2025-67-64-执行异议申请书.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：执行异议申请书.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：执行复议申请书,执行复议申请书,enforcement,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/enforcement/2025-67-65-执行复议申请书.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：执行复议申请书.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：执行监督申请书,执行监督申请书,enforcement,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/enforcement/2025-67-66-执行监督申请书.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：执行监督申请书.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年示范文本：不予执行仲裁裁决、调解书或公证债权文书申请书,不予执行仲裁裁决、调解书或公证债权文书申请书,enforcement,party,false,C,平原县人民法院（转载最高法、司法部、中华全国律师协会示范文本）,https://www.sdcourt.gov.cn/dzpyfy/393147/393148/393150/43509906/index.html,2025-08-26,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/enforcement/2025-67-67-不予执行仲裁裁决-调解书或公证债权文书申请书.md,official_reference_only,转载最高法、司法部、全国律协示范文本；附件名：不予执行仲裁裁决、调解书或公证债权文书申请书.docx。当前本地 curl/Python 下载尝试出现 TLS SSL_ERROR_SYSCALL/EOF，未取得正文，不作为正式生成模板。
2025年67类起诉状答辩状示范文本逐类索引,官方示范文本索引,other,party,false,A,最高人民法院、司法部、中华全国律师协会,https://www.court.gov.cn/fabu/xiangqing/468671.html,2025-06-23,2026-05-02,skills/legal-document-drafting/references/official_rules/2025_67_demonstration_texts_index.md,official_reference_only,最高法发布页确认67类示范文本；逐类状态见 source_manifest/2025_67_texts_status.csv。
民事反诉状（公民提起民事反诉用）,最高人民法院诉讼文书样式索引,civil,party,false,A,中华人民共和国最高人民法院,https://www.court.gov.cn/susongyangshi/75.html,2016-09-28,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/civil/spc-2016-reference-民事反诉状-公民提起民事反诉用.md,official_reference_only,最高法官网诉讼文书样式；当前仅建立索引或结构参考，未机械复制正文。
民事反诉状（法人或者其他组织提起民事反诉用）,最高人民法院诉讼文书样式索引,civil,party,false,A,中华人民共和国最高人民法院,https://www.court.gov.cn/susongyangshi/75.html,2016-09-28,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/civil/spc-2016-reference-民事反诉状-法人或者其他组织提起民事反诉用.md,official_reference_only,最高法官网诉讼文书样式；当前仅建立索引或结构参考，未机械复制正文。
民事答辩状（法人或者其他组织对民事起诉提出答辩用）,最高人民法院诉讼文书样式索引,civil,party,false,A,中华人民共和国最高人民法院,https://www.court.gov.cn/susongyangshi/xiangqing/224.html,2016-09-28,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/civil/spc-2016-reference-民事答辩状-法人或者其他组织对民事起诉提出答辩用.md,official_reference_only,最高法官网诉讼文书样式；当前仅建立索引或结构参考，未机械复制正文。
申请书（申请追加必要的共同诉讼当事人用）,最高人民法院诉讼文书样式索引,civil,party,false,A,中华人民共和国最高人民法院,https://www.court.gov.cn/susongyangshi/75.html,2016-09-28,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/civil/spc-2016-reference-申请书-申请追加必要的共同诉讼当事人用.md,official_reference_only,最高法官网诉讼文书样式；当前仅建立索引或结构参考，未机械复制正文。
申请书（无独立请求权的第三人申请参加诉讼用）,最高人民法院诉讼文书样式索引,civil,party,false,A,中华人民共和国最高人民法院,https://www.court.gov.cn/susongyangshi/75.html,2016-09-28,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/civil/spc-2016-reference-申请书-无独立请求权的第三人申请参加诉讼用.md,official_reference_only,最高法官网诉讼文书样式；当前仅建立索引或结构参考，未机械复制正文。
申请书（申请增加诉讼请求用）,最高人民法院诉讼文书样式索引,civil,party,false,A,中华人民共和国最高人民法院,https://www.court.gov.cn/susongyangshi/75.html,2016-09-28,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/civil/spc-2016-reference-申请书-申请增加诉讼请求用.md,official_reference_only,最高法官网诉讼文书样式；当前仅建立索引或结构参考，未机械复制正文。
申请书（申请变更诉讼请求用）,最高人民法院诉讼文书样式索引,civil,party,false,A,中华人民共和国最高人民法院,https://www.court.gov.cn/susongyangshi/75.html,2016-09-28,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/civil/spc-2016-reference-申请书-申请变更诉讼请求用.md,official_reference_only,最高法官网诉讼文书样式；当前仅建立索引或结构参考，未机械复制正文。
申请书（申请撤回起诉用）,最高人民法院诉讼文书样式索引,civil,party,false,A,中华人民共和国最高人民法院,https://www.court.gov.cn/susongyangshi/75.html,2016-09-28,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/civil/spc-2016-reference-申请书-申请撤回起诉用.md,official_reference_only,最高法官网诉讼文书样式；当前仅建立索引或结构参考，未机械复制正文。
申请书（申请撤回反诉用）,最高人民法院诉讼文书样式索引,civil,party,false,A,中华人民共和国最高人民法院,https://www.court.gov.cn/susongyangshi/75.html,2016-09-28,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/civil/spc-2016-reference-申请书-申请撤回反诉用.md,official_reference_only,最高法官网诉讼文书样式；当前仅建立索引或结构参考，未机械复制正文。
申请书（申请恢复诉讼用）,最高人民法院诉讼文书样式索引,civil,party,false,A,中华人民共和国最高人民法院,https://www.court.gov.cn/susongyangshi/75.html,2016-09-28,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/civil/spc-2016-reference-申请书-申请恢复诉讼用.md,official_reference_only,最高法官网诉讼文书样式；当前仅建立索引或结构参考，未机械复制正文。
民事起诉状（提起公益诉讼用）,最高人民法院诉讼文书样式索引,environmental_resources,party,false,A,中华人民共和国最高人民法院,https://www.court.gov.cn/susongyangshi/xiangqing/318.html,2016-09-28,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/environmental_resources/spc-2016-reference-民事起诉状-提起公益诉讼用.md,official_reference_only,最高法官网诉讼文书样式；当前仅建立索引或结构参考，未机械复制正文。
申请书（其他机关和有关组织申请参加公益诉讼用）,最高人民法院诉讼文书样式索引,environmental_resources,party,false,A,中华人民共和国最高人民法院,https://www.court.gov.cn/susongyangshi/78.html,2016-09-28,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/environmental_resources/spc-2016-reference-申请书-其他机关和有关组织申请参加公益诉讼用.md,official_reference_only,最高法官网诉讼文书样式；当前仅建立索引或结构参考，未机械复制正文。
意见书（支持起诉单位提交书面意见用）,最高人民法院诉讼文书样式索引,environmental_resources,party,false,A,中华人民共和国最高人民法院,https://www.court.gov.cn/susongyangshi/78.html,2016-09-28,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/environmental_resources/spc-2016-reference-意见书-支持起诉单位提交书面意见用.md,official_reference_only,最高法官网诉讼文书样式；当前仅建立索引或结构参考，未机械复制正文。
行政起诉状,最高人民法院诉讼文书样式索引,administrative,party,false,A,中华人民共和国最高人民法院,https://www.court.gov.cn/susongyangshi/xiangqing/752.html,2016-09-28,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/administrative/spc-2016-reference-行政起诉状.md,official_reference_only,最高法官网诉讼文书样式；当前仅建立索引或结构参考，未机械复制正文。
民事起诉状（案外人提起执行异议之诉用）,最高人民法院诉讼文书样式索引,enforcement,party,false,A,中华人民共和国最高人民法院,https://www.court.gov.cn/susongyangshi/xiangqing/361.html,2016-09-28,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/enforcement/spc-2016-reference-民事起诉状-案外人提起执行异议之诉用.md,official_reference_only,最高法官网诉讼文书样式；当前仅建立索引或结构参考，未机械复制正文。
民事起诉状（申请执行人提起执行异议之诉用）,最高人民法院诉讼文书样式索引,enforcement,party,false,A,中华人民共和国最高人民法院,https://www.court.gov.cn/susongyangshi/xiangqing/370.html,2016-09-28,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/enforcement/spc-2016-reference-民事起诉状-申请执行人提起执行异议之诉用.md,official_reference_only,最高法官网诉讼文书样式；当前仅建立索引或结构参考，未机械复制正文。
民事起诉状（提起第三人撤销之诉用）,最高人民法院诉讼文书样式索引,civil,party,false,A,中华人民共和国最高人民法院,https://www.court.gov.cn/susongyangshi/xiangqing/353.html,2016-09-28,2026-05-02,skills/legal-document-drafting/assets/official_reference_only/civil/spc-2016-reference-民事起诉状-提起第三人撤销之诉用.md,official_reference_only,最高法官网诉讼文书样式；当前仅建立索引或结构参考，未机械复制正文。
取保候审申请书,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/取保候审申请书.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
变更强制措施申请书,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/变更强制措施申请书.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
解除取保候审申请书,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/解除取保候审申请书.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
解除监视居住申请书,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/解除监视居住申请书.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
会见犯罪嫌疑人申请书,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/会见犯罪嫌疑人申请书.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
会见在押犯罪嫌疑人函,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/会见在押犯罪嫌疑人函.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
通信申请,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/通信申请.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
阅卷申请书,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/阅卷申请书.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
调取证据申请书,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/调取证据申请书.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
收集证据申请书,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/收集证据申请书.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
不予批准逮捕法律意见书,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/不予批准逮捕法律意见书.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
羁押必要性审查申请书,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.spp.gov.cn/spp/zdgz/201602/t20160202_112046.shtml,2016-02-02,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/羁押必要性审查申请书.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
侦查阶段法律意见书,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/侦查阶段法律意见书.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
