sequence,field,case_type,document_name,blank_template_url,example_template_url,source_page_url,download_status,local_blank_path,local_example_path,failure_reason,notes
43,administrative,国有土地上房屋征收决定,国有土地上房屋征收决定行政起诉状/答辩状,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/administrative/2025-67-43-国有土地上房屋征收决定.md,skills/legal-document-drafting/assets/official_templates/administrative/2025-67-43-国有土地上房屋征收决定.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
44,administrative,工伤保险资格或者待遇认定,工伤保险资格或者待遇认定行政起诉状/答辩状,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/administrative/2025-67-44-工伤保险资格或者待遇认定.md,skills/legal-document-drafting/assets/official_templates/administrative/2025-67-44-工伤保险资格或者待遇认定.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
45,administrative,政府信息公开,政府信息公开行政起诉状/答辩状,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/administrative/2025-67-45-政府信息公开.md,skills/legal-document-drafting/assets/official_templates/administrative/2025-67-45-政府信息公开.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
46,administrative,行政复议,行政复议行政起诉状/答辩状,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/administrative/2025-67-46-行政复议.md,skills/legal-document-drafting/assets/official_templates/administrative/2025-67-46-行政复议.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
47,administrative,行政协议,行政协议行政起诉状/答辩状,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/administrative/2025-67-47-行政协议.md,skills/legal-document-drafting/assets/official_templates/administrative/2025-67-47-行政协议.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
48,administrative,行政补偿,行政补偿行政起诉状/答辩状,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/administrative/2025-67-48-行政补偿.md,skills/legal-document-drafting/assets/official_templates/administrative/2025-67-48-行政补偿.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
49,administrative,行政赔偿,行政赔偿行政起诉状/答辩状,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/administrative/2025-67-49-行政赔偿.md,skills/legal-document-drafting/assets/official_templates/administrative/2025-67-49-行政赔偿.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
50,administrative,不履行法定职责,不履行法定职责行政起诉状/答辩状,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/administrative/2025-67-50-不履行法定职责.md,skills/legal-document-drafting/assets/official_templates/administrative/2025-67-50-不履行法定职责.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
51,administrative,行政答辩状,行政答辩状,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/administrative/2025-67-51-行政答辩状.md,skills/legal-document-drafting/assets/official_templates/administrative/2025-67-51-行政答辩状.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
52,environmental_resources,环境污染民事公益诉讼,环境污染民事公益诉讼起诉状,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/environmental_resources/2025-67-52-环境污染民事公益诉讼.md,skills/legal-document-drafting/assets/official_templates/environmental_resources/2025-67-52-环境污染民事公益诉讼.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
53,environmental_resources,生态环境损害赔偿诉讼,生态环境损害赔偿诉讼起诉状,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/environmental_resources/2025-67-53-生态环境损害赔偿诉讼.md,skills/legal-document-drafting/assets/official_templates/environmental_resources/2025-67-53-生态环境损害赔偿诉讼.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
54,environmental_resources,生态破坏民事公益诉讼,生态破坏民事公益诉讼起诉状,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/environmental_resources/2025-67-54-生态破坏民事公益诉讼.md,skills/legal-document-drafting/assets/official_templates/environmental_resources/2025-67-54-生态破坏民事公益诉讼.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
55,state_compensation,违法刑事拘留赔偿,违法刑事拘留赔偿国家赔偿申请书/答辩状,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/state_compensation/2025-67-55-违法刑事拘留赔偿.md,skills/legal-document-drafting/assets/official_templates/state_compensation/2025-67-55-违法刑事拘留赔偿.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
56,state_compensation,刑事改判无罪赔偿,刑事改判无罪赔偿国家赔偿申请书/答辩状,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/state_compensation/2025-67-56-刑事改判无罪赔偿.md,skills/legal-document-drafting/assets/official_templates/state_compensation/2025-67-56-刑事改判无罪赔偿.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
57,state_compensation,怠于履行监管职责致伤致死赔偿,怠于履行监管职责致伤致死赔偿国家赔偿申请书/答辩状,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/state_compensation/2025-67-57-怠于履行监管职责致伤致死赔偿.md,skills/legal-document-drafting/assets/official_templates/state_compensation/2025-67-57-怠于履行监管职责致伤致死赔偿.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
58,state_compensation,错误执行赔偿,错误执行赔偿国家赔偿申请书/答辩状,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/state_compensation/2025-67-58-错误执行赔偿.md,skills/legal-document-drafting/assets/official_templates/state_compensation/2025-67-58-错误执行赔偿.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
59,enforcement,强制执行申请书,强制执行申请书,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/enforcement/2025-67-59-强制执行申请书.md,skills/legal-document-drafting/assets/official_templates/enforcement/2025-67-59-强制执行申请书.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
60,enforcement,暂时解除乘坐飞机、高铁限制措施申请书,暂时解除乘坐飞机、高铁限制措施申请书,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/enforcement/2025-67-60-暂时解除乘坐飞机-高铁限制措施申请书.md,skills/legal-document-drafting/assets/official_templates/enforcement/2025-67-60-暂时解除乘坐飞机-高铁限制措施申请书.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
61,enforcement,参与分配申请书,参与分配申请书,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/enforcement/2025-67-61-参与分配申请书.md,skills/legal-document-drafting/assets/official_templates/enforcement/2025-67-61-参与分配申请书.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
62,enforcement,执行担保申请书,执行担保申请书,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/enforcement/2025-67-62-执行担保申请书.md,skills/legal-document-drafting/assets/official_templates/enforcement/2025-67-62-执行担保申请书.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
63,enforcement,确认优先购买权申请书,确认优先购买权申请书,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/enforcement/2025-67-63-确认优先购买权申请书.md,skills/legal-document-drafting/assets/official_templates/enforcement/2025-67-63-确认优先购买权申请书.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
64,enforcement,执行异议申请书,执行异议申请书,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/enforcement/2025-67-64-执行异议申请书.md,skills/legal-document-drafting/assets/official_templates/enforcement/2025-67-64-执行异议申请书.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
65,enforcement,执行复议申请书,执行复议申请书,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/enforcement/2025-67-65-执行复议申请书.md,skills/legal-document-drafting/assets/official_templates/enforcement/2025-67-65-执行复议申请书.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
66,enforcement,执行监督申请书,执行监督申请书,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/enforcement/2025-67-66-执行监督申请书.md,skills/legal-document-drafting/assets/official_templates/enforcement/2025-67-66-执行监督申请书.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
67,enforcement,不予执行仲裁裁决、调解书或公证债权文书申请书,不予执行仲裁裁决、调解书或公证债权文书申请书,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,https://www.court.gov.cn/fabu/xiangqing/468671.html,downloaded,skills/legal-document-drafting/assets/official_templates/enforcement/2025-67-67-不予执行仲裁裁决-调解书或公证债权文书申请书.md,skills/legal-document-drafting/assets/official_templates/enforcement/2025-67-67-不予执行仲裁裁决-调解书或公证债权文书申请书.md,,已从用户提供的法〔2025〕82号官方DOCX拆分正文；同一Markdown文件含空白模板和实例；原始DOCX已保留；默认作为传统诉状起草的要素核对表，只有用户明确要求要素式、表格式或按2025示范文本填写时才直接按该形态输出。
